Geo Point;Geo Shape;codeunique;nom_long;label;id_ref_lda;nom_lda;id_ref_zdl;nom_zdl;idrefliga;idrefligc;res_com;mode;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;exploitant;principal;idf;x;y
48.87877036756607, 2.322265213118895;"{""coordinates"": [2.322265213118895, 48.87877036756607], ""type"": ""Point""}";103065.0;Europe;Europe;73617.0;Europe;42972.0;Europe;A01536;C01373;METRO 3;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;650293.8317999989;6864518.8631
48.85493637924386, 2.347321318407716;"{""coordinates"": [2.347321318407716, 48.85493637924386], ""type"": ""Point""}";104055.0;Cité;Cité;71223.0;Cité;42639.0;Cité;A01537;C01374;METRO 4;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;652109.5386999995;6861853.227400001
48.852118352927, 2.340170395543539;"{""coordinates"": [2.340170395543539, 48.852118352927], ""type"": ""Point""}";104059.0;Odéon;Odéon;73618.0;Odéon;58716.0;Odéon;A01537 / A01543;C01374 / C01380;METRO 4 / METRO 10;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;651582.2317000031;6861544.249499999
48.85371893307937, 2.3337761382184667;"{""coordinates"": [2.333776138218467, 48.85371893307937], ""type"": ""Point""}";104061.0;Saint-Germain-des-Prés;Saint-Germain-des-Prés;71216.0;Saint-Germain-des-Prés;44799.0;Saint-Germain-des-Prés;A01537;C01374;METRO 4;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;651114.5389000028;6861726.1589
48.838964279789714, 2.3307541920862165;"{""coordinates"": [2.330754192086216, 48.838964279789714], ""type"": ""Point""}";104071.0;Raspail;Raspail;71088.0;Raspail;45314.0;Raspail;A01537 / A01539;C01374 / C01376;METRO 4 / METRO 6;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;650878.8981000036;6860087.464200001
48.85614071203993, 2.3702093410963827;"{""coordinates"": [2.370209341096383, 48.85614071203993], ""type"": ""Point""}";105069.0;Bréguet-Sabin;Bréguet-Sabin;73621.0;Bréguet-Sabin;42390.0;Bréguet-Sabin;A01538;C01375;METRO 5;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;653789.9848999977;6861973.500700001
48.85548504858433, 2.2701091389544903;"{""coordinates"": [2.27010913895449, 48.85548504858433], ""type"": ""Point""}";109037.0;Ranelagh;Ranelagh;71243.0;Ranelagh;44594.0;Ranelagh;A01542;C01379;METRO 9;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;646444.7924999967;6861963.832800001
48.86307378130445, 2.287166875502502;"{""coordinates"": [2.287166875502502, 48.86307378130445], ""type"": ""Point""}";109043.0;Trocadéro;Trocadéro;71285.0;Trocadéro;44962.0;Trocadéro;A01539 / A01542;C01376 / C01379;METRO 6 / METRO 9;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;647703.9746000022;6862796.195700001
48.86476684405098, 2.3009910034955845;"{""coordinates"": [2.300991003495584, 48.86476684405098], ""type"": ""Point""}";109047.0;Alma - Marceau;Alma - Marceau;71290.0;Alma - Marceau;42182.0;Alma - Marceau;A01542;C01379;METRO 9;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;648719.8025999963;6862975.3829
48.84200534637739, 2.238887328515537;"{""coordinates"": [2.238887328515537, 48.84200534637739], ""type"": ""Point""}";110025.0;Boulogne - Jean Jaurès;Boulogne - Jean Jaurès;71147.0;Boulogne Jean Jaurès;42380.0;Boulogne Jean Jaurès;A01543;C01380;METRO 10;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;644139.5372999981;6860486.666000001
48.84715005478894, 2.269135872730268;"{""coordinates"": [2.269135872730268, 48.84715005478894], ""type"": ""Point""}";110029.0;Église d'Auteuil;Église d'Auteuil;71166.0;Église d'Auteuil;42947.0;Église d'Auteuil;A01543;C01380;METRO 10;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;646364.8035999984;6861037.727699999
48.87976125307645, 2.4164796436714395;"{""coordinates"": [2.41647964367144, 48.87976125307645], ""type"": ""Point""}";111033.0;Mairie des Lilas;Mairie des Lilas;71909.0;Mairie des Lilas;44055.0;Mairie des Lilas;A01544;C01381;METRO 11;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;1;0;0;0;RATP;0.0;1.0;657204.3492000028;6864573.858899999
48.875474456671355, 2.398867599341846;"{""coordinates"": [2.398867599341846, 48.875474456671355], ""type"": ""Point""}";111037.0;Télégraphe;Télégraphe;71870.0;Télégraphe;44923.0;Télégraphe;A01544;C01381;METRO 11;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;655909.0694999993;6864106.882599998
48.87511181512205, 2.3894150293193657;"{""coordinates"": [2.389415029319366, 48.87511181512205], ""type"": ""Point""}";111041.0;Jourdain;Jourdain;71868.0;Jourdain;43483.0;Jourdain;A01544;C01381;METRO 11;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;655215.4588999972;6864071.878800001
48.86120498940222, 2.3534957401281624;"{""coordinates"": [2.353495740128162, 48.86120498940222], ""type"": ""Point""}";111053.0;Rambuteau;Rambuteau;71273.0;Rambuteau;44593.0;Rambuteau;A01544;C01381;METRO 11;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;652568.2851999998;6862546.516100001
48.89058718568332, 2.320174755787804;"{""coordinates"": [2.320174755787804, 48.89058718568332], ""type"": ""Point""}";113069.0;Brochant;Brochant;73661.0;Brochant;45487.0;Brochant;A01546;C01383;METRO 13;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;650151.8307999969;6865834.136999998
48.85144170831807, 2.3144081214488232;"{""coordinates"": [2.314408121448823, 48.85144170831807], ""type"": ""Point""}";114051.0;Saint-François-Xavier;Saint-François-Xavier;71204.0;Saint-François Xavier;45139.0;Saint-François Xavier;A01546;C01383;METRO 13;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;649691.2100000009;6861485.118299998
48.873685209715575, 2.3144679895687355;"{""coordinates"": [2.314467989568735, 48.873685209715575], ""type"": ""Point""}";114059.0;Miromesnil;Miromesnil;71346.0;Miromesnil;43511.0;Miromesnil;A01542 / A01546;C01379 / C01383;METRO 9 / METRO 13;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;649717.0759999976;6863958.366700001
48.9190075542966, 2.3426080144231554;"{""coordinates"": [2.342608014423155, 48.9190075542966], ""type"": ""Point""}";114077.0;Carrefour Pleyel;Carrefour Pleyel;72217.0;Carrefour Pleyel;42447.0;Carrefour Pleyel;A01546;C01383;METRO 13;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;651823.0209999979;6868980.440900002
48.841338246412654, 2.400918536800477;"{""coordinates"": [2.400918536800477, 48.841338246412654], ""type"": ""Point""}";106035.0;Bel-Air;Bel-Air;73650.0;Bel-Air;45222.0;Bel-Air;A01539;C01376;METRO 6;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;656030.6975999996;6860310.066
48.833216718788975, 2.3628563995190115;"{""coordinates"": [2.362856399519011, 48.833216718788975], ""type"": ""Point""}";106047.0;Nationale;Nationale;71043.0;Nationale;44192.0;Nationale;A01539;C01376;METRO 6;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;653229.9170999974;6859428.9054000005
48.90378388012432, 2.3922212211711154;"{""coordinates"": [2.392221221171115, 48.90378388012432], ""type"": ""Point""}";107029.0;Aubervilliers Pantin - Quatre Chemins;Aubervilliers Pantin - Quatre Chemins;72460.0;Aubervilliers Pantin Quatre Chemins;46492.0;Aubervilliers Pantin Quatre Chemins;A01540;C01377;METRO 7;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;655445.820600003;6867258.482000001
48.874971744622414, 2.3405759820437195;"{""coordinates"": [2.34057598204372, 48.874971744622414], ""type"": ""Point""}";107051.0;Le Peletier;Le Peletier;478885.0;Le Peletier;43656.0;Le Peletier;A01540;C01377;METRO 7;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;651633.2141999975;6864085.111400001
48.85162059004817, 2.3615249655078383;"{""coordinates"": [2.361524965507838, 48.85162059004817], ""type"": ""Point""}";107067.0;Sully-Morland;Sully-Morland;71201.0;Sully Morland;44911.0;Sully Morland;A01540;C01377;METRO 7;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;653148.7307000011;6861476.0205999985
48.8159307621283, 2.3772672001519353;"{""coordinates"": [2.377267200151935, 48.8159307621283], ""type"": ""Point""}";107089.0;Pierre et Marie Curie;Pierre et Marie Curie;70537.0;Pierre et Marie Curie;44343.0;Pierre et Marie Curie;A01540;C01377;METRO 7;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;654272.5742999986;6857498.4690000005
48.8632579440453, 2.366661094716491;"{""coordinates"": [2.366661094716491, 48.8632579440453], ""type"": ""Point""}";108053.0;Filles du Calvaire;Filles du Calvaire;71277.0;Filles Du Calvaire;58727.0;Filles du Calvaire;A01541;C01378;METRO 8;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;653535.9904000014;6862766.960499998
48.85017786097953, 2.3840922100662962;"{""coordinates"": [2.384092210066296, 48.85017786097953], ""type"": ""Point""}";108063.0;Faidherbe Chaligny;Faidherbe Chaligny;74001.0;Faidherbe Chaligny;42980.0;Faidherbe Chaligny;A01541;C01378;METRO 8;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;654803.4285999984;6861302.4487
48.83362878013329, 2.24357862873933;"{""coordinates"": [2.24357862873933, 48.83362878013329], ""type"": ""Point""}";109025.0;Marcel Sembat;Marcel Sembat;71054.0;Marcel Sembat;47021.0;Marcel Sembat;A01542;C01379;METRO 9;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;644474.9136999995;6859551.9835
48.83796121261619, 2.257122229845437;"{""coordinates"": [2.257122229845437, 48.83796121261619], ""type"": ""Point""}";109027.0;Porte de Saint-Cloud;Porte de Saint-Cloud;71084.0;Porte de Saint-Cloud;44524.0;Porte de Saint-Cloud;A01542;C01379;METRO 9;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;645473.5838000029;6860024.2597
48.90656714505958, 2.365920319400959;"{""coordinates"": [2.365920319400959, 48.90656714505958], ""type"": ""Point""}";117040.0;Front Populaire;Front Populaire;74041.0;Front Populaire;58497.0;Front Populaire;A01545;C01382;METRO 12;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;1.0;1.0;653520.3175000027;6867583.132100001
48.87721365951896, 2.4066098651206915;"{""coordinates"": [2.406609865120692, 48.87721365951896], ""type"": ""Point""}";111035.0;Porte des Lilas;Porte des Lilas;71889.0;Porte des Lilas;44529.0;Porte des Lilas;A01549 / A01544 / A01757;C01386 / C01381 / C01679;METRO 3bis / METRO 11 / TRAM 3b;METRO / TRAMWAY;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0;0;0;1;0;0;0;RATP;0.0;1.0;656478.3797999993;6864295.976
48.819876220121756, 2.3645319503853917;"{""coordinates"": [2.364531950385392, 48.819876220121756], ""type"": ""Point""}";107085.0;Porte de Choisy;Porte de Choisy;70604.0;Porte de Choisy;44513.0;Porte de Choisy;A01540 / A01193 / A02371;C01377 / C01391 / C02317;METRO 7 / TRAM 3a / TRAM 9;METRO / TRAMWAY;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0;0;0;0;TRAM 9;0;0;RATP / KEOLIS;0.0;1.0;653340.9721999988;6857944.605300002
48.89740222197736, 2.3448477487523984;"{""coordinates"": [2.344847748752398, 48.89740222197736], ""type"": ""Point""}";104029.0;Porte de Clignancourt;Porte de Clignancourt;478883.0;Porte de Clignancourt;44515.0;Porte de Clignancourt;A01537 / A01757;C01374 / C01679;METRO 4 / TRAM 3b;METRO / TRAMWAY;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0;0;0;1;0;0;0;RATP;0.0;1.0;651967.2226999998;6866576.6415
48.86644680514624, 2.3835991095736575;"{""coordinates"": [2.383599109573658, 48.86644680514624], ""type"": ""Point""}";102043.0;Ménilmontant;Ménilmontant;71815.0;Ménilmontant;44133.0;Ménilmontant;A01535;C01372;METRO 2;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;654781.3662;6863111.7042
48.85107136945117, 2.330700709954214;"{""coordinates"": [2.330700709954214, 48.85107136945117], ""type"": ""Point""}";104063.0;Saint-Sulpice;Saint-Sulpice;71202.0;Saint-Sulpice;45120.0;Saint-Sulpice;A01537;C01374;METRO 4;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;650886.3835000023;6861433.6831
48.89122859319562, 2.4023521466177016;"{""coordinates"": [2.402352146617702, 48.89122859319562], ""type"": ""Point""}";105045.0;Hoche;Hoche;72004.0;Hoche;43364.0;Hoche;A01538;C01375;METRO 5;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;656177.9028000012;6865856.716200002
48.912583496792706, 2.3342940159066483;"{""coordinates"": [2.334294015906648, 48.912583496792706], ""type"": ""Point""}";114075.0;Mairie de Saint-Ouen;Mairie de Saint-Ouen;72168.0;Mairie de Saint-Ouen;43969.0;Mairie de Saint-Ouen;A01546 / A01547;C01383 / C01384;METRO 13 / METRO 14;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;METRO 14;0;0;0;RATP;0.0;1.0;651207.7214000002;6868271.2093
48.88027195610877, 2.3984681722681724;"{""coordinates"": [2.398468172268172, 48.88027195610877], ""type"": ""Point""}";117029.0;Pré Saint-Gervais;Pré Saint-Gervais;71911.0;Pré Saint-Gervais;45617.0;Pré Saint-Gervais;A01550;C01387;METRO 7bis;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;1;0;0;0;RATP;0.0;1.0;655883.8373999968;6864640.558499999
48.871262143540164, 2.2932406499473137;"{""coordinates"": [2.293240649947314, 48.871262143540164], ""type"": ""Point""}";106083.0;Kléber;Kléber;73656.0;Kléber;43498.0;Kléber;A01539;C01376;METRO 6;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;648157.7062999979;6863702.6675
48.881069340796486, 2.3646861075145886;"{""coordinates"": [2.364686107514589, 48.881069340796486], ""type"": ""Point""}";107041.0;Louis Blanc;Louis Blanc;71407.0;Louis Blanc;43823.0;Louis Blanc;A01540 / A01550;C01377 / C01387;METRO 7 / METRO 7bis;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;1;0;0;0;RATP;0.0;1.0;653407.0363999978;6864748.626699999
48.85855382633769, 2.342232757993841;"{""coordinates"": [2.342232757993841, 48.85855382633769], ""type"": ""Point""}";107061.0;Pont Neuf;Pont Neuf;71253.0;Pont Neuf;44491.0;Pont Neuf;A01540;C01377;METRO 7;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;651739.5235999972;6862258.553800002
48.84406559638709, 2.390482133980388;"{""coordinates"": [2.390482133980388, 48.84406559638709], ""type"": ""Point""}";108067.0;Montgallet;Montgallet;71631.0;Montgallet;44160.0;Montgallet;A01541;C01378;METRO 8;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;655267.0786999986;6860619.1829
48.9207859681355, 2.410598615104874;"{""coordinates"": [2.410598615104874, 48.9207859681355], ""type"": ""Point""}";107025.0;La Courneuve 8 Mai 1945;La Courneuve 8 Mai 1945;73696.0;La Courneuve - 8 Mai 1945;470546.0;La Courneuve - 8 Mai 1945;A01540 / A01191;C01377 / C01389;METRO 7 / TRAM 1;METRO / TRAMWAY;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0;0;0;1;0;0;0;RATP;0.0;1.0;656807.0912000015;6869138.859900001
48.89839295236466, 2.359393901115884;"{""coordinates"": [2.359393901115884, 48.89839295236466], ""type"": ""Point""}";112085.0;Porte de la Chapelle;Porte de la Chapelle;72064.0;Porte de La Chapelle;473459.0;Porte de La Chapelle;A01545 / A01757;C01382 / C01679;METRO 12 / TRAM 3b;METRO / TRAMWAY;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;653034.5503999963;6866678.0561
48.84733558369407, 2.4080894072360945;"{""coordinates"": [2.408089407236095, 48.84733558369407], ""type"": ""Point""}";101039.0;Porte de Vincennes;Porte de Vincennes;71663.0;Porte de Vincennes;44528.0;Porte de Vincennes;A01534 / A01193 / A01757;C01371 / C01391 / C01679;METRO 1 / TRAM 3a / TRAM 3b;METRO / TRAMWAY;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0;0;0;0;TRAM 3A / TRAM 3B;0;0;RATP;0.0;1.0;656561.9892000034;6860972.944800001
48.86779973353463, 2.3138819376821598;"{""coordinates"": [2.31388193768216, 48.86779973353463], ""type"": ""Point""}";101063.0;Champs-Élysées – Clemenceau;Champs-Élysées – Clemenceau;71305.0;Champs-Élysées Clemenceau;42531.0;Champs-Élysées Clemenceau;A01534 / A01546;C01371 / C01383;METRO 1 / METRO 13;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;649668.4043999985;6863304.320799999
48.882891916533374, 2.309052264550479;"{""coordinates"": [2.309052264550479, 48.882891916533374], ""type"": ""Point""}";103069.0;Malesherbes;Malesherbes;71416.0;Malesherbes;59370.0;Malesherbes;A01536;C01373;METRO 3;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;649328.8074999973;6864985.549800001
48.897154095044165, 2.280413812210846;"{""coordinates"": [2.280413812210846, 48.897154095044165], ""type"": ""Point""}";103081.0;Pont de Levallois;Pont de Levallois;72057.0;Pont de Levallois;473676.0;Pont de Levallois - Bécon;A01536;C01373;METRO 3;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;1;0;0;0;RATP;0.0;1.0;647243.0935999975;6866590.173599999
48.82708544797555, 2.2794116820504207;"{""coordinates"": [2.279411682050421, 48.82708544797555], ""type"": ""Point""}";112033.0;Corentin Celton;Corentin Celton;70990.0;Corentin Celton;42759.0;Corentin Celton;A01545;C01382;METRO 12;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;647098.5235000029;6858799.8445999995
48.877100184877875, 2.3487755574768467;"{""coordinates"": [2.348775557476847, 48.877100184877875], ""type"": ""Point""}";107047.0;Poissonnière;Poissonnière;71363.0;Poissonnière;45165.0;Poissonnière;A01540;C01377;METRO 7;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;652236.5667999983;6864316.788199998
48.84118692022234, 2.32050922752816;"{""coordinates"": [2.32050922752816, 48.84118692022234], ""type"": ""Point""}";285.0;Montparnasse;Montparnasse;71139.0;Gare Montparnasse;58578.0;Montparnasse Bienvenue;A01847 / A01537 / A01539 / A01545 / A01546;C01736 / C01374 / C01376 / C01382 / C01383;TRAIN N / METRO 4 / METRO 6 / METRO 12 / METRO 13;TRAIN / METRO;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1;1;0;0;0;0;0;RATP/SNCF;1.0;1.0;650129.0864000022;6860341.019900002
48.84985048692831, 2.221232683266963;"{""coordinates"": [2.221232683266963, 48.84985048692831], ""type"": ""Point""}";447.0;Les Milons;Les Milons;73613.0;Les Milons;51611.0;Les Milons;A01192;C01390;TRAM 2;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;642852.4518999979;6861371.59
48.819174328212256, 2.2385983377921437;"{""coordinates"": [2.238598337792144, 48.819174328212256], ""type"": ""Point""}";433.0;Meudon-sur-Seine;Meudon-sur-Seine;70587.0;Meudon-sur-Seine;44137.0;Meudon-sur-Seine;A01192;C01390;TRAM 2;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;644093.8493999988;6857948.352299999
48.931734824565524, 2.3782254903979014;"{""coordinates"": [2.378225490397901, 48.931734824565524], ""type"": ""Point""}";1006.0;Cosmonautes;Cosmonautes;73692.0;Cosmonautes;42763.0;Cosmonautes;A01191;C01389;TRAM 1;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;654444.3369999975;6870374.552299999
48.907272586142305, 2.5165098933946153;"{""coordinates"": [2.516509893394615, 48.907272586142305], ""type"": ""Point""}";414.0;Gargan;Gargan;73360.0;Gargan;43128.0;Gargan;A01761;C01843;TRAM 4;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;664559.244099997;6867583.459899999
48.83475000943428, 2.2712415009378297;"{""coordinates"": [2.27124150093783, 48.83475000943428], ""type"": ""Point""}";1501.0;Henri Farman;Henri Farman;73612.0;Henri Farmann;45358.0;Henri Farmann;A01192;C01390;TRAM 2;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;646506.5978000015;6859657.554400001
48.97927612534803, 2.3802042543251356;"{""coordinates"": [2.380204254325136, 48.97927612534803], ""type"": ""Point""}";1702.0;Paul Valéry;Paul Valéry;65618.0;Paul Valéry;44298.0;Paul Valéry;A01760;C01684;TRAM 5;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;1.0;1.0;654630.8096999973;6875660.0845
48.97749308905476, 2.372242923708274;"{""coordinates"": [2.372242923708274, 48.97749308905476], ""type"": ""Point""}";1704.0;Les Cholettes;Les Cholettes;65586.0;Les Cholettes / Albert Camus;59018.0;Les Cholettes;A01760;C01684;TRAM 5;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;1.0;1.0;654046.4742999971;6875466.407499999
48.97359937511041, 2.3660669758363624;"{""coordinates"": [2.366066975836362, 48.97359937511041], ""type"": ""Point""}";1705.0;Butte Pinson;Butte Pinson;72796.0;Butte Pinson (Parc Régional);58640.0;Butte Pinson (Parc Régional);A01760;C01684;TRAM 5;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;1.0;1.0;653590.9114999995;6875037.0243999995
48.944818931744116, 2.357006355105468;"{""coordinates"": [2.357006355105468, 48.944818931744116], ""type"": ""Point""}";1713.0;Roger Sémat;Roger Sémat;72355.0;Roger Semât;50681.0;Roger Semât;A01760;C01684;TRAM 5;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;1.0;1.0;652901.5525999963;6871841.9509
48.93560570833087, 2.3343329131594284;"{""coordinates"": [2.334332913159428, 48.93560570833087], ""type"": ""Point""}";1027.0;Mairie de Villeneuve-la-Garenne;Mairie de Villeneuve-la-Garenne;72324.0;Mairie;46332.0;Mairie de Villeneuve-la-Garenne;A01191;C01389;TRAM 1;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;1.0;1.0;651232.1542000026;6870831.206900001
48.94993773473648, 2.3288321713539437;"{""coordinates"": [2.328832171353944, 48.94993773473648], ""type"": ""Point""}";117067.0;Les Mobiles;Les Mobiles;72367.0;Les Mobiles;47362.0;Les Mobiles;A02150;C01795;TRAM 8;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;1.0;1.0;650842.7172999978;6872428.336100001
48.95543742518655, 2.30787256835423;"{""coordinates"": [2.30787256835423, 48.95543742518655], ""type"": ""Point""}";117071.0;Gilbert Bonnemaison;Gilbert Bonnemaison;72381.0;Gilbert Bonnemaison;59249.0;Gilbert Bonnemaison;A02150;C01795;TRAM 8;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;1.0;1.0;649313.0056999996;6873053.1565000005
48.80420493738209, 2.289057253599707;"{""coordinates"": [2.289057253599707, 48.80420493738209], ""type"": ""Point""}";117057.0;Centre de Châtillon;Centre de Châtillon;70362.0;Centre de Châtillon;59221.0;Centre de Châtillon;A02149;C01794;TRAM 6;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;647783.7212999985;6856249.423300002
48.781404319964466, 2.2091292272948757;"{""coordinates"": [2.209129227294876, 48.781404319964466], ""type"": ""Point""}";117045.0;Inovel Parc Nord;Inovel Parc Nord;63717.0;Inovel Parc Nord;44285.0;Inovel Parc Nord;A02149;C01794;TRAM 6;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;641888.0800999999;6853770.2053
48.78045471060945, 2.1914099192732954;"{""coordinates"": [2.191409919273295, 48.78045471060945], ""type"": ""Point""}";117043.0;Mairie de Vélizy;Mairie de Vélizy;63706.0;Mairie de Vélizy;42430.0;Mairie de Vélizy;A02149;C01794;TRAM 6;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;640585.0574999973;6853677.812600002
48.785121412407186, 2.178798590270474;"{""coordinates"": [2.178798590270474, 48.785121412407186], ""type"": ""Point""}";117041.0;Robert Wagner;Robert Wagner;422455.0;Robert Wagner;44649.0;Robert Wagner;A02149;C01794;TRAM 6;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;639663.8104000017;6854206.2278
