Geo Point;Geo Shape;codeunique;nom_long;label;id_ref_lda;nom_lda;id_ref_zdl;nom_zdl;idrefliga;idrefligc;res_com;mode;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;exploitant;principal;idf;x;y
49.00712724541797, 1.963551771663076;"{""coordinates"": [1.963551771663076, 49.00712724541797], ""type"": ""Point""}";122.0;Vaux-Sur-Seine;Vaux-Sur-Seine;66338.0;Vaux-sur-Seine;43217.0;Vaux-sur-Seine;A01852;C01739;TRAIN J;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;624173.8056000024;6879076.9706999995
48.89807641020929, 2.0948366282977533;"{""coordinates"": [2.094836628297753, 48.89807641020929], ""type"": ""Point""}";95.0;Saint-Germain-en-Laye;Saint-Germain-en-Laye;64589.0;Saint-Germain-en-Laye;43198.0;Saint-Germain-en-Laye;A01856 / A02373;C01742 / C02344;RER A / TRAM 13;RER / TRAMWAY;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0;0;RER A;0;TRAM 13;0;0;RATP / TRANSKEO;1.0;1.0;633639.0980999991;6866832.704
48.332683642889116, 2.692480190589321;"{""coordinates"": [2.692480190589321, 48.332683642889116], ""type"": ""Point""}";68.0;Bourron-Marlotte-Grez;Bourron-Marlotte-Grez;61318.0;Bourron-Marlotte - Grez;47124.0;Bourron-Marlotte - Grez;A01845;C01731;TRAIN R;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;677209.3466999978;6803640.679400001
48.68619126623518, 2.317299785060706;"{""coordinates"": [2.317299785060706, 48.68619126623518], ""type"": ""Point""}";162.0;Gravigny-Balizy;Gravigny-Balizy;62667.0;Gravigny Balizy;47934.0;Gravigny Balizy;A01840;C01727;RER C;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;649744.5411999971;6843110.3649
48.90576265618636, 2.2699647791945137;"{""coordinates"": [2.269964779194514, 48.90576265618636], ""type"": ""Point""}";393.0;Bécon-les-Bruyères;Bécon-les-Bruyères;72124.0;Bécon les Bruyères;47923.0;Bécon les Bruyères;A02176;C01740;TRAIN L;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;646485.8880999982;6867554.432700001
48.27507823176977, 1.6221196174276984;"{""coordinates"": [1.622119617427698, 48.27507823176977], ""type"": ""Point""}";483.0;Voves;Voves;411450.0;Voves;411449.0;Voves;A02179;C01857;TER;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;0.0;597776.8772;6798085.6536
49.07584288390109, 2.0249529313753873;"{""coordinates"": [2.024952931375387, 49.07584288390109], ""type"": ""Point""}";280.0;Boissy-l'Aillerie;Boissy-l'Aillerie;67056.0;Boissy-l'Aillerie;46801.0;Boissy-l'Aillerie;A01852;C01739;TRAIN J;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;628760.0223999992;6886661.322799999
48.09589243547059, 2.7721048119391085;"{""coordinates"": [2.772104811939109, 48.09589243547059], ""type"": ""Point""}";499.0;Ferrières - Fontenay;Ferrières - Fontenay;411489.0;Ferrières - Fontenay;411488.0;Ferrières - Fontenay;A01845;C01731;TRAIN R;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;0.0;683034.4488999993;6777304.272
48.79513817844253, 2.1351562241000215;"{""coordinates"": [2.135156224100021, 48.79513817844253], ""type"": ""Point""}";108.0;Versailles-Chantiers;Versailles-Chantiers;63880.0;Versailles Chantiers;43219.0;Versailles Chantiers;A01847 / A01855 / A01840;C01736 / C01741 / C01727;TRAIN N / TRAIN U / RER C;TRAIN / RER;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1;0;1;0;0;0;0;SNCF;1.0;1.0;636469.5948999971;6855354.143300001
48.8966044365019, 2.461119310778047;"{""coordinates"": [2.461119310778047, 48.8966044365019], ""type"": ""Point""}";360.0;Noisy-le-Sec;Noisy-le-Sec;72041.0;Noisy-le-Sec;44201.0;Noisy-le-Sec;A01843 / A01191;C01729 / C01389;RER E / TRAM 1;RER / TRAMWAY;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0;0;0;0;1;0;0;RATP/SNCF;0.0;1.0;660490.9716999978;6866423.478700001
48.74058412184484, 2.3533070484348872;"{""coordinates"": [2.353307048434887, 48.74058412184484], ""type"": ""Point""}";305.0;Rungis-La Fraternelle;Rungis-La Fraternelle;69633.0;Rungis la Fraternelle;44787.0;Rungis la Fraternelle;A01840 / A02134;C01727 / C01774;RER C / TRAM 7;RER / TRAMWAY;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP/SNCF;0.0;1.0;652444.6023000032;6849135.3039
48.85523625187428, 2.3609564886610004;"{""coordinates"": [2.360956488661, 48.85523625187428], ""type"": ""Point""}";101049.0;Saint-Paul;Saint-Paul;71222.0;Saint-Paul (Le Marais);44881.0;Saint-Paul (Le Marais);A01534;C01371;METRO 1;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;653110.2704999968;6861878.3873
48.872023808579655, 2.3005604512487974;"{""coordinates"": [2.300560451248797, 48.872023808579655], ""type"": ""Point""}";101067.0;George V;George V;71328.0;George V;43283.0;George V;A01534;C01371;METRO 1;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;648695.3652999997;6863782.577799998
48.881016496570346, 2.2722389406110572;"{""coordinates"": [2.272238940611057, 48.881016496570346], ""type"": ""Point""}";101075.0;Les Sablons;Les Sablons;425779.0;Les Sablons;43785.0;Les Sablons;A01534;C01371;METRO 1;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;646627.2260999978;6864801.269400001
48.86428575772448, 2.3797418931775542;"{""coordinates"": [2.379741893177554, 48.86428575772448], ""type"": ""Point""}";103041.0;Saint-Maur;Saint-Maur;71795.0;Rue Saint-Maur;45194.0;Rue Saint-Maur;A01536;C01373;METRO 3;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;654496.5223999992;6862873.627799999
48.86397247789646, 2.3496175641598405;"{""coordinates"": [2.34961756415984, 48.86397247789646], ""type"": ""Point""}";104049.0;Étienne Marcel;Étienne Marcel;479068.0;Étienne Marcel;44970.0;Étienne Marcel;A01537;C01374;METRO 4;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;652286.298299998;6862856.5748
48.86394012977459, 2.2784416488331494;"{""coordinates"": [2.278441648833149, 48.86394012977459], ""type"": ""Point""}";109041.0;Rue de la Pompe;Rue de la Pompe;71292.0;Rue de la Pompe;44461.0;Rue de la Pompe;A01542;C01379;METRO 9;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;647064.7582999989;6862898.339899998
48.85216836872941, 2.3896255399759547;"{""coordinates"": [2.389625539975955, 48.85216836872941], ""type"": ""Point""}";109079.0;Rue des Boulets;Rue des Boulets;71694.0;Rue des Boulets;425987.0;Rue des Boulets;A01542;C01379;METRO 9;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;655211.1784000024;6861520.6226
48.85572642771233, 2.4229832161458753;"{""coordinates"": [2.422983216145875, 48.85572642771233], ""type"": ""Point""}";109089.0;Robespierre;Robespierre;71725.0;Robespierre;44650.0;Robespierre;A01542;C01379;METRO 9;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;657661.7859999985;6861897.8455
48.847943096280005, 2.26413042673831;"{""coordinates"": [2.26413042673831, 48.847943096280005], ""type"": ""Point""}";110031.0;Michel Ange-Auteuil;Michel Ange-Auteuil;71206.0;Michel-Ange - Auteuil;44138.0;Michel-Ange - Auteuil;A01542 / A01543;C01379 / C01380;METRO 9 / METRO 10;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;645998.3062999994;6861129.317000002
48.84150552144712, 2.3079486793367505;"{""coordinates"": [2.307948679336751, 48.84150552144712], ""type"": ""Point""}";112041.0;Volontaires;Volontaires;71113.0;Volontaires;45060.0;Volontaires;A01545;C01382;METRO 12;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;649207.5446000025;6860384.451200001
48.84845784762095, 2.3277821271475343;"{""coordinates"": [2.327782127147534, 48.84845784762095], ""type"": ""Point""}";112051.0;Rennes;Rennes;73640.0;Rennes;44609.0;Rennes;A01545;C01382;METRO 12;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;650669.7471999973;6861144.904100001
48.89150083895233, 2.349620484532985;"{""coordinates"": [2.349620484532985, 48.89150083895233], ""type"": ""Point""}";112081.0;Marcadet-Poissonniers;Marcadet-Poissonniers;71511.0;Marcadet Poissonniers;44075.0;Marcadet Poissonniers;A01537 / A01545;C01374 / C01382;METRO 4 / METRO 12;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;652311.7250000015;6865917.544199999
48.916382309001435, 2.294685111702555;"{""coordinates"": [2.294685111702555, 48.916382309001435], ""type"": ""Point""}";113075.0;Gabriel Péri;Gabriel Péri;72203.0;Gabriel Péri;43042.0;Gabriel Péri;A01546;C01383;METRO 13;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;648308.4732000008;6868718.8268
48.8386316462156, 2.3224917484505485;"{""coordinates"": [2.322491748450549, 48.8386316462156], ""type"": ""Point""}";114045.0;Gaîté;Gaîté;73675.0;Gaîté;43046.0;Gaîté;A01546;C01383;METRO 13;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;650272.1511999965;6860055.650600001
48.9458672712219, 2.3646364825042268;"{""coordinates"": [2.364636482504227, 48.9458672712219], ""type"": ""Point""}";114082.0;Saint-Denis - Université;Saint-Denis - Université;72358.0;Saint-Denis Université (Paris 8);44860.0;Saint-Denis - Université;A01546;C01383;METRO 13;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;1;0;0;0;RATP;0.0;1.0;653461.3753999993;6871954.002599999
48.881816107266076, 2.3940123983593637;"{""coordinates"": [2.394012398359364, 48.881816107266076], ""type"": ""Point""}";117031.0;Danube;Danube;71930.0;Danube;42822.0;Danube;A01550;C01387;METRO 7bis;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;655558.3764000013;6864814.757800002
48.8785141131101, 2.3816145132924054;"{""coordinates"": [2.381614513292405, 48.8785141131101], ""type"": ""Point""}";117035.0;Buttes-Chaumont;Buttes-Chaumont;71900.0;Buttes Chaumont;45609.0;Buttes Chaumont;A01550;C01387;METRO 7bis;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;654646.2893000022;6864454.645100001
48.845061579024055, 2.401289019827348;"{""coordinates"": [2.401289019827348, 48.845061579024055], ""type"": ""Point""}";106033.0;Picpus;Picpus;71639.0;Picpus;44334.0;Picpus;A01539;C01376;METRO 6;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;656061.0275999978;6860723.858899999
48.83904114280007, 2.3896200154238474;"{""coordinates"": [2.389620015423847, 48.83904114280007], ""type"": ""Point""}";106039.0;Dugommier;Dugommier;71606.0;Dugommier;42869.0;Dugommier;A01539;C01376;METRO 6;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;655199.4899000004;6860061.001699999
48.84562696583421, 2.309531492823514;"{""coordinates"": [2.309531492823514, 48.84562696583421], ""type"": ""Point""}";106067.0;Sèvres-Lecourbe;Sèvres-Lecourbe;71144.0;Sèvres Lecourbe;44829.0;Sèvres Lecourbe;A01539;C01376;METRO 6;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;649327.7180000022;6860841.6954
48.85043454987508, 2.293612434438139;"{""coordinates"": [2.293612434438139, 48.85043454987508], ""type"": ""Point""}";106073.0;Dupleix;Dupleix;71197.0;Dupleix;42871.0;Dupleix;A01539;C01376;METRO 6;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;648164.2590000033;6861386.582699999
48.85744869005429, 2.28581244413408;"{""coordinates"": [2.28581244413408, 48.85744869005429], ""type"": ""Point""}";106077.0;Passy;Passy;71237.0;Passy;45417.0;Passy;A01539;C01376;METRO 6;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;647598.9540999979;6862171.635000002
48.86576110190857, 2.3344274859130447;"{""coordinates"": [2.334427485913045, 48.86576110190857], ""type"": ""Point""}";107057.0;Pyramides;Pyramides;73788.0;Pyramides;44579.0;Pyramides;A01540 / A01547;C01377 / C01384;METRO 7 / METRO 14;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;651173.6181999967;6863064.7412
48.8105208033638, 2.3842896009608214;"{""coordinates"": [2.384289600960821, 48.8105208033638], ""type"": ""Point""}";107091.0;Mairie d'Ivry;Mairie d'Ivry;70488.0;Mairie d'Ivry;44051.0;Mairie d'Ivry;A01540;C01377;METRO 7;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;1;0;0;0;RATP;0.0;1.0;654783.5300000012;6856892.906399999
48.810129956353, 2.362263387127349;"{""coordinates"": [2.362263387127349, 48.810129956353], ""type"": ""Point""}";107095.0;Le Kremlin-Bicêtre;Le Kremlin-Bicêtre;70452.0;Le Kremlin - Bicêtre;43643.0;Le Kremlin - Bicêtre;A01540;C01377;METRO 7;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;653165.6550000012;6856862.287900001
48.84479476369025, 2.2939519636365353;"{""coordinates"": [2.293951963636535, 48.84479476369025], ""type"": ""Point""}";108027.0;Commerce;Commerce;71132.0;Commerce;42734.0;Commerce;A01541;C01378;METRO 8;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;648183.566200003;6860759.2738999985
48.81480300607956, 2.4223761428456223;"{""coordinates"": [2.422376142845622, 48.81480300607956], ""type"": ""Point""}";108081.0;École Vétérinaire de Maisons-Alfort;École Vétérinaire de Maisons-Alfort;70522.0;École Vétérinaire de Maisons-Alfort;42889.0;École Vétérinaire de Maisons-Alfort;A01541;C01378;METRO 8;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;657583.956600003;6857347.899500001
48.92310377874536, 2.286279577529783;"{""coordinates"": [2.286279577529783, 48.92310377874536], ""type"": ""Point""}";113077.0;Les Agnettes;Les Agnettes;72240.0;Les Agnettes;43693.0;Les Agnettes;A01546;C01383;METRO 13;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;647699.2159999982;6869471.7685
48.8186764089917, 2.319740313298556;"{""coordinates"": [2.319740313298556, 48.8186764089917], ""type"": ""Point""}";104080.0;Mairie de Montrouge;Mairie de Montrouge;70586.0;Mairie de Montrouge;45904.0;Mairie de Montrouge;A01537;C01374;METRO 4;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;1;0;0;0;RATP;1.0;1.0;650051.0907000005;6857838.6019
48.93075700241566, 2.284174448283296;"{""coordinates"": [2.284174448283296, 48.93075700241566], ""type"": ""Point""}";113079.0;Les Courtilles;Les Courtilles;72286.0;Asnières - Gennevilliers Les Courtilles;42231.0;Asnières - Gennevilliers Les Courtilles;A01546 / A01191;C01383 / C01389;METRO 13 / TRAM 1;METRO / TRAMWAY;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0;0;0;1;0;0;0;RATP;1.0;1.0;647552.673299998;6870324.184799999
48.78756279113255, 2.3678041069754565;"{""coordinates"": [2.367804106975457, 48.78756279113255], ""type"": ""Point""}";107005.0;Villejuif-Louis Aragon;Villejuif-Louis Aragon;70143.0;Villejuif Louis Aragon;45049.0;Villejuif Louis Aragon;A01540 / A02134;C01377 / C01774;METRO 7 / TRAM 7;METRO / TRAMWAY;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0;0;0;1;1;0;0;RATP;0.0;1.0;653552.4584000036;6854349.869199999
48.840302092456234, 2.379121776442215;"{""coordinates"": [2.379121776442215, 48.840302092456234], ""type"": ""Point""}";106041.0;Bercy;Bercy;71607.0;Gare de Bercy;58728.0;Bercy;A01539 / A01547;C01376 / C01384;METRO 6 / METRO 14;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;654430.0610999987;6860207.2140999995
48.846423076366186, 2.4187597866986716;"{""coordinates"": [2.418759786698672, 48.846423076366186], ""type"": ""Point""}";101037.0;Saint-Mandé;Saint-Mandé;71647.0;Saint-Mandé;47247.0;Saint-Mandé;A01534;C01371;METRO 1;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;657344.2855999991;6860865.665199999
48.88470820040179, 2.2605150778881176;"{""coordinates"": [2.260515077888118, 48.88470820040179], ""type"": ""Point""}";101077.0;Pont de Neuilly;Pont de Neuilly;71442.0;Pont de Neuilly;44479.0;Pont de Neuilly;A01534;C01371;METRO 1;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;645771.2870000005;6865219.748500001
48.87797270050678, 2.298310375124943;"{""coordinates"": [2.298310375124943, 48.87797270050678], ""type"": ""Point""}";102075.0;Ternes;Ternes;71367.0;Ternes;44931.0;Ternes;A01535;C01372;METRO 2;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;648536.2023999989;6864445.5141
48.85519632389409, 2.325815566511529;"{""coordinates"": [2.325815566511529, 48.85519632389409], ""type"": ""Point""}";112055.0;Rue du Bac;Rue du Bac;71227.0;Rue du Bac;58717.0;Rue du Bac;A01545;C01382;METRO 12;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;650531.8333000019;6861895.388900001
48.86078696170664, 2.3209981919658054;"{""coordinates"": [2.320998191965805, 48.86078696170664], ""type"": ""Point""}";112059.0;Assemblée Nationale;Assemblée Nationale;73642.0;Assemblée Nationale / Lille - Université;45704.0;Assemblée Nationale;A01545;C01382;METRO 12;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;650183.7135000005;6862520.046500001
48.8845942071146, 2.337949777055663;"{""coordinates"": [2.337949777055663, 48.8845942071146], ""type"": ""Point""}";112075.0;Abbesses;Abbesses;71432.0;Abbesses;42155.0;Abbesses;A01545;C01382;METRO 12;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;651449.5654999986;6865156.677900001
48.82258370773144, 2.2984641946702644;"{""coordinates"": [2.298464194670264, 48.82258370773144], ""type"": ""Point""}";114037.0;Malakoff - Plateau de Vanves;Malakoff - Plateau de Vanves;73766.0;Malakoff - Plateau De Vanves;413433.0;Malakoff - Plateau De Vanves;A01546;C01383;METRO 13;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;648492.7656999975;6858286.7118999995
48.819051513730514, 2.360129742015262;"{""coordinates"": [2.360129742015262, 48.819051513730514], ""type"": ""Point""}";107083.0;Porte d'Italie;Porte d'Italie;70596.0;Porte d'Italie;473456.0;Porte d'Italie;A01540 / A01193;C01377 / C01391;METRO 7 / TRAM 3a;METRO / TRAMWAY;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;653017.0055000037;6857855.518399999
48.82430937017314, 2.273665557499754;"{""coordinates"": [2.273665557499754, 48.82430937017314], ""type"": ""Point""}";112031.0;Mairie d'Issy;Mairie d'Issy;70671.0;Mairie d'Issy;44050.0;Mairie d'Issy;A01545;C01382;METRO 12;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;1;0;0;0;RATP;0.0;1.0;646673.8483999968;6858495.045200001
48.87633026403884, 2.3331088937605435;"{""coordinates"": [2.333108893760544, 48.87633026403884], ""type"": ""Point""}";112067.0;Trinité d'Estienne d'Orves;Trinité d'Estienne d'Orves;71355.0;Trinité d'Estienne d'Orves;45170.0;Trinité d'Estienne d'Orves;A01545;C01382;METRO 12;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;651086.8143000007;6864240.7689
48.91494975635556, 2.4044090887818643;"{""coordinates"": [2.404409088781864, 48.91494975635556], ""type"": ""Point""}";107027.0;Fort d'Aubervilliers;Fort d'Aubervilliers;73695.0;Fort d'Aubervilliers;47891.0;Fort d'Aubervilliers;A01540;C01377;METRO 7;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;656348.619599998;6868493.287999999
48.90781431574877, 2.4543575787773744;"{""coordinates"": [2.454357578777374, 48.90781431574877], ""type"": ""Point""}";1021.0;Jean Rostand;Jean Rostand;72490.0;Jean Rostand / Lamartine;47334.0;Jean Rostand;A01191;C01389;TRAM 1;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;660003.8444000036;6867673.387699999
48.8925997792274, 2.4997571852395075;"{""coordinates"": [2.499757185239508, 48.8925997792274], ""type"": ""Point""}";362.0;Les Coquetiers;Les Coquetiers;72028.0;Les Coquetiers;46516.0;Les Coquetiers;A01761;C01843;TRAM 4;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;663320.9179999977;6865959.534899998
48.84312439899168, 2.221851494752013;"{""coordinates"": [2.221851494752013, 48.84312439899168], ""type"": ""Point""}";323.0;Parc de Saint-Cloud;Parc de Saint-Cloud;70726.0;Parc de Saint-Cloud;44249.0;Parc de Saint-Cloud;A01192;C01390;TRAM 2;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;642890.4899000004;6860623.278000001
48.81950050898016, 2.3458035798426007;"{""coordinates"": [2.345803579842601, 48.81950050898016], ""type"": ""Point""}";1312.0;Stade Charléty;Stade Charléty;70605.0;Stade Charléty - Porte de Gentilly;44892.0;Stade Charléty - Porte de Gentilly;A01193;C01391;TRAM 3a;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;651965.5327999964;6857914.060600001
48.906700630779454, 2.460523403665098;"{""coordinates"": [2.460523403665098, 48.906700630779454], ""type"": ""Point""}";1022.0;Auguste Delaune;Auguste Delaune;72479.0;Auguste Delaune;42245.0;Auguste Delaune;A01191;C01389;TRAM 1;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;660454.9526000023;6867546.4432
48.87600129058073, 2.225959095144879;"{""coordinates"": [2.225959095144879, 48.87600129058073], ""type"": ""Point""}";446.0;Belvédère;Belvédère;70845.0;Belvédère;42315.0;Belvédère;A01192;C01390;TRAM 2;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;643227.7788000032;6864275.8955999985
48.82982637809581, 2.295661982822294;"{""coordinates"": [2.295661982822294, 48.82982637809581], ""type"": ""Point""}";1304.0;Georges Brassens;Georges Brassens;71018.0;Georges Brassens;43285.0;Georges Brassens;A01193;C01391;TRAM 3a;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;648294.2141999975;6859093.838300001
48.83435816453199, 2.284007243303418;"{""coordinates"": [2.284007243303418, 48.83435816453199], ""type"": ""Point""}";1303.0;Desnouettes;Desnouettes;71055.0;Desnouettes;42844.0;Desnouettes;A01193;C01391;TRAM 3a;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;647443.2265999988;6859605.413400002
48.926503936889326, 2.519119485424034;"{""coordinates"": [2.519119485424034, 48.926503936889326], ""type"": ""Point""}";412.0;Freinville-Sevran;Freinville-Sevran;73411.0;Freinville Sevran;47933.0;Freinville Sevran;A01761;C01843;TRAM 4;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;664763.5534999967;6869720.799800001
48.963502347457016, 2.360213791734574;"{""coordinates"": [2.360213791734574, 48.963502347457016], ""type"": ""Point""}";1708.0;Mairie de Pierrefitte;Mairie de Pierrefitte;72408.0;Mairie de Pierrefitte;50687.0;Mairie de Pierrefitte;A01760;C01684;TRAM 5;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;1.0;1.0;653153.3220999986;6873917.662700001
48.714512724369065, 2.3717471434643644;"{""coordinates"": [2.371747143464364, 48.714512724369065], ""type"": ""Point""}";1811.0;Porte de l'Essonne;Porte de l'Essonne;74009.0;Porte de L'Essonne;58786.0;Porte de L'Essonne;A02134;C01774;TRAM 7;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;1;0;0;RATP;0.0;1.0;653777.5266999975;6846225.768199999
48.78310754952839, 2.367157833315663;"{""coordinates"": [2.367157833315663, 48.78310754952839], ""type"": ""Point""}";1812.0;Lamartine;Lamartine;70036.0;Lamartine;53692.0;Lamartine;A02134;C01774;TRAM 7;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;653501.0075000003;6853854.896200001
48.77893639216541, 2.367405864497286;"{""coordinates"": [2.367405864497286, 48.77893639216541], ""type"": ""Point""}";1813.0;Domaine Chérioux;Domaine Chérioux;70022.0;Domaine Chérioux;42882.0;Domaine Chérioux;A02134;C01774;TRAM 7;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;653515.5160999969;6853390.984299999
48.955504476198016, 2.295591694903069;"{""coordinates"": [2.295591694903069, 48.955504476198016], ""type"": ""Point""}";117072.0;Epinay - Orgemont;Epinay - Orgemont;72382.0;Epinay - Orgemont;50483.0;Epinay - Orgemont;A02150;C01795;TRAM 8;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;1;0;0;RATP;1.0;1.0;648413.7230999991;6873068.5658
